empresa,nicho,cidade,telefone,email,site,linkedin,instagram,google_maps_url,status
"Buffet Chá Com Nozes","buffet corporativo","Rua Professor Estêvão Pinto, 1212 - Serra, Belo Horizonte - MG, 30210-580","03132541000","buffet@buffetchacomnozes.com.br","http://www.buffetchacomnozes.com.br/","","https://www.instagram.com/buffetchacomnozes","https://www.google.com.br/maps/place/Buffet+Ch%C3%A1+Com+Nozes/data=!4m7!3m6!1s0xa699b747ab1df1:0x74864638bded05fb!8m2!3d-19.9453654!4d-43.9207108!16s%2Fg%2F1thmgmk3!19sChIJ8R2rR7eZpgAR-wXtvThGhnQ?authuser=0&hl=pt-BR&rclk=1","new"
"Buffet Da Fábrica","buffet corporativo","R. José Gonçalves, 710 - Barreiro, Belo Horizonte - MG, 30640-270","03125155722","badge-gold_pt_BR@2x.jpg","https://www.buffetdafabrica.com/","","https://www.instagram.com/buffetdafabrica","https://www.google.com.br/maps/place/Buffet+Da+F%C3%A1brica/data=!4m7!3m6!1s0xa6be752b790961:0xa1bbcb54e7a27966!8m2!3d-19.9787407!4d-44.0220878!16s%2Fg%2F11hbkbx802!19sChIJYQl5K3W-pgARZnmi51TLu6E?authuser=0&hl=pt-BR&rclk=1","new"
"Buffet Andreuni","buffet corporativo","R. Monte Líbano, 180 - Padre Eustáquio, Belo Horizonte - MG, 30730-450","031987528501","contato@buffetandreuni.com.br","https://buffetandreuni.com.br/","","https://www.instagram.com/buffetandreuni","https://www.google.com.br/maps/place/Buffet+Andreuni/data=!4m7!3m6!1s0xa696e77296aae7:0xf2b86dc787b24793!8m2!3d-19.915136!4d-43.9884831!16s%2Fg%2F11c3q27v0j!19sChIJ56qWcueWpgARk0eyh8dtuPI?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Espaço Vitta Eventos | Espaço Corporativo, Salão para Casamentos, Eventos Sociais","espaço para eventos corporativos","Av. Doutor - Av. Armando Ferrentini, 159 - Paraíso, São Paulo - SP, 04103-030","01150930011","contato@vittaeventos.com.br","https://www.vittaeventos.com.br/","","https://www.instagram.com/vittaeventos","https://www.google.com.br/maps/place/Espa%C3%A7o+Vitta+Eventos+%7C+Espa%C3%A7o+Corporativo,+Sal%C3%A3o+para+Casamentos,+Eventos+Sociais/data=!4m7!3m6!1s0x94ce599d742b17e3:0xe007361a88b0782c!8m2!3d-23.57399!4d-46.632838!16s%2Fg%2F11b8229m8b!19sChIJ4xcrdJ1ZzpQRLHiwiBo2B-A?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Espaço Armazém de Eventos","espaço para eventos corporativos","R. Jaguaré Mirim, 164 - Vila Leopoldina, São Paulo - SP, 05311-020","01138037800","logo-white@2x.png","http://www.espacoarmazem.com.br/","","https://www.instagram.com/gastronomiamorenos","https://www.google.com.br/maps/place/Espa%C3%A7o+Armaz%C3%A9m+de+Eventos/data=!4m7!3m6!1s0x94cef8b873193be3:0xd4808fdab119b00b!8m2!3d-23.5265393!4d-46.7370674!16s%2Fg%2F1tk1_5g1!19sChIJ4zsZc7j4zpQRC7AZsdqPgNQ?authuser=0&hl=pt-BR&rclk=1","new"
"Espaço para eventos corporativos Jacyra Sanches","espaço para eventos corporativos","Av. do Café, 429 - e 460 - Vila Guarani (Zona Sul), São Paulo - SP, 04311-001","011975846146","","","","","https://www.google.com.br/maps/place/Espa%C3%A7o+para+eventos+corporativos+Jacyra+Sanches/data=!4m7!3m6!1s0x94ce5afb0f6f8311:0x58aa20c81b4d1442!8m2!3d-23.633519!4d-46.638914!16s%2Fg%2F1vg6vw3k!19sChIJEYNvD_tazpQRQhRNG8ggqlg?authuser=0&hl=pt-BR&rclk=1","extracted"
"Espaço Paulista Promoções Eventos","espaço para eventos corporativos","Av. Paulista, 807 - Bela Vista, São Paulo - SP, 01311-100","01132511555","seu@email.com","https://epaulista.com.br/","","","https://www.google.com.br/maps/place/Espa%C3%A7o+Paulista+Promo%C3%A7%C3%B5es+Eventos/data=!4m7!3m6!1s0x94ce59b89cf06c4f:0xfbed9f0660cdddda!8m2!3d-23.5665481!4d-46.6510323!16s%2Fg%2F11b8_014ys!19sChIJT2zwnLhZzpQR2t3NYAaf7fs?authuser=0&hl=pt-BR&rclk=1","new"
"Eventos Espaço Cidade Jardim","espaço para eventos corporativos","Torre 1 - Av. Magalhães de Castro, 4800 - 3º andar - Jardim Panorama, São Paulo - SP, 05676-120","01137503488","reservas@espacocidadejardim.com","https://www.espacocidadejardim.com/","","https://www.instagram.com/","https://www.google.com.br/maps/place/Eventos+Espa%C3%A7o+Cidade+Jardim/data=!4m7!3m6!1s0x94ce57a585e39177:0x76ff24adaf66d258!8m2!3d-23.6011665!4d-46.6979901!16s%2Fg%2F11lkt8r9zt!19sChIJd5HjhaVXzpQRWNJmr60k_3Y?authuser=0&hl=pt-BR&rclk=1","new"
"Locação de Espaços para Eventos Corporativos e Auditório em Pinheiros Buffet Damasco","espaço para eventos corporativos","Av. das Nações Unidas, 7815 - Pinheiros, São Paulo - SP, 05424-040","01139342400","atendimento@buffetdamasco.com.br","http://www.espacoeventosemsp.com.br/","","https://www.instagram.com/buffetdamasco","https://www.google.com.br/maps/place/Loca%C3%A7%C3%A3o+de+Espa%C3%A7os+para+Eventos+Corporativos+e+Audit%C3%B3rio+em+Pinheiros+Buffet+Damasco/data=!4m7!3m6!1s0x94ce57a76c318b83:0x4ee3564587689eba!8m2!3d-23.5696666!4d-46.7010987!16s%2Fg%2F1v2kyk1l!19sChIJg4sxbKdXzpQRup5oh0VW404?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Espaço Senador Eventos","espaço para eventos corporativos","R. Sen. Dantas, 31 - 2º Andar - Centro, Rio de Janeiro - RJ, 20031-202","021990494811","espacosenadoreventos@gmail.com","https://espacosenadoreventos.com.br/","","https://www.instagram.com/espacosenador01","https://www.google.com.br/maps/place/Espa%C3%A7o+Senador+Eventos/data=!4m7!3m6!1s0x997fd5204e3429:0x3805aa6582cf4d68!8m2!3d-22.9112611!4d-43.1770356!16s%2Fg%2F11wvqlq01z!19sChIJKTROINV_mQARaE3PgmWqBTg?authuser=0&hl=pt-BR&rclk=1","new"
"Espaço Costa Hall","espaço para eventos corporativos","Praça Mal. Âncora, 15 - Centro, Rio de Janeiro - RJ, 20021-200","021988492704","espaco_costahall@caer.org.br","http://www.espacocostahall.com.br/","","https://www.instagram.com/espacocostahallrj","https://www.google.com.br/maps/place/Espa%C3%A7o+Costa+Hall/data=!4m7!3m6!1s0x998111156dd74b:0xf0d6ec84de08d23c!8m2!3d-22.9052267!4d-43.1687553!16s%2Fg%2F11fl7kgfvg!19sChIJS9dtFRGBmQARPNII3oTs1vA?authuser=0&hl=pt-BR&rclk=1","new"
"Centro de Eventos Rj","espaço para eventos corporativos","Av. Alm. Barroso, 91 - Térreo - Centro, Rio de Janeiro - RJ, 20031-916","021966618515","centrodeeventosrj@gmail.com","https://www.centrodeeventosrj.com.br/","","","https://www.google.com.br/maps/place/Centro+de+Eventos+Rj/data=!4m7!3m6!1s0x997ff7ffe66e2d:0x4023c8bb01aa5984!8m2!3d-22.9075696!4d-43.1759798!16s%2Fg%2F11yqm_mrdk!19sChIJLW7m__d_mQARhFmqAbvII0A?authuser=0&hl=pt-BR&rclk=1","new"
"Space Produções & Formaturas","espaço para eventos corporativos","Av. Pres. Vargas, 542 - sala 1401 - Centro, Rio de Janeiro - RJ, 20071-901","021975204507","","","","","https://www.google.com.br/maps/place/Space+Produ%C3%A7%C3%B5es+%26+Formaturas/data=!4m7!3m6!1s0x990977d3bedb8d:0x814dfba29f08b53d!8m2!3d-22.9014949!4d-43.1812773!16s%2Fg%2F11h566t84y!19sChIJjdu-03cJmQARPbUIn6L7TYE?authuser=0&hl=pt-BR&rclk=1","extracted"
"Mansão Santa Teresa","espaço para eventos corporativos","R. Dr. Júlio Otoni, 444 - Santa Teresa, Rio de Janeiro - RJ, 20241-400","021998605997","","https://bielomidia.com/mansao-santa-teresa/","","","https://www.google.com.br/maps/place/Mans%C3%A3o+Santa+Teresa/data=!4m7!3m6!1s0x997fbef4615c65:0x17d1e3e2955b811e!8m2!3d-22.934606!4d-43.1969368!16s%2Fg%2F1ptyd8w2c!19sChIJZVxh9L5_mQARHoFbleLj0Rc?authuser=0&hl=pt-BR&rclk=1","extracted"
"Mansão Carioca","espaço para eventos corporativos","Estr. das Furnas, 572 - Alto da Boa Vista, Rio de Janeiro - RJ, 20531-573","022998544098","contato@mansaocarioca.com.br","http://www.mansaocarioca.com.br/","","https://www.instagram.com/mansaocarioca","https://www.google.com.br/maps/place/Mans%C3%A3o+Carioca/data=!4m7!3m6!1s0x9bd6f77ca69be7:0x2d8d1917fcd29607!8m2!3d-22.9684359!4d-43.2793301!16s%2Fg%2F1tt0sbt4!19sChIJ55umfPfWmwARB5bS_BcZjS0?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Espaço Panorama Brasília","espaço para eventos corporativos","SMLN MI Trecho 09 NR Córrego TAM, CH Panorama CH 06 - Lago Norte, Brasília - DF, 71540-095","061994031540","atendimento@espacopanorama.com.br","https://espacopanorama.com.br/","","https://www.instagram.com/espacopanoramabrasilia","https://www.google.com.br/maps/place/Espa%C3%A7o+Panorama+Bras%C3%ADlia/data=!4m7!3m6!1s0x935a3de8c5188411:0xe66b48a42cd694c8!8m2!3d-15.7602789!4d-47.8070127!16s%2Fg%2F11trjk0_w7!19sChIJEYQYxeg9WpMRyJTWLKRIa-Y?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Monumental","espaço para eventos corporativos","St. de Clubes Esportivos Sul Trecho 2 - Asa Sul, Brasília - DF, 70297-400","061983330801","contato@espacomonumental.com.br","https://espacomonumental.com.br/","","https://www.instagram.com/monumentalealvorada","https://www.google.com.br/maps/place/Monumental/data=!4m7!3m6!1s0x935a25572109b85d:0xdca83dea73efbaef!8m2!3d-15.8176639!4d-47.8449098!16s%2Fg%2F11flgfkz9t!19sChIJXbgJIVclWpMR77rvc-o9qNw?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Palácio Único","espaço para eventos corporativos","St. de Clubes Esportivos Sul Trecho 2 CJ 42 - Plano Piloto, Brasília - DF, 70297-400","06132620525","","https://uniquepalace.com.br/","","","https://www.google.com.br/maps/place/Pal%C3%A1cio+%C3%9Anico/data=!4m7!3m6!1s0x935a2359fc27bcb1:0x1a71b3cffda76bd1!8m2!3d-15.8163748!4d-47.8384652!16s%2Fg%2F12hl9x5q8!19sChIJsbwn_FkjWpMR0Wun_c-zcRo?authuser=0&hl=pt-BR&rclk=1","extracted"
"Green Space","espaço para eventos corporativos","SMPW QD 4 Conj. 7 CH 10 Park Way próximo a - Águas Claras, Brasília - DF, 71735-407","061982810026","","","","","https://www.google.com.br/maps/place/Green+Space/data=!4m7!3m6!1s0x935a2e03eaaf6717:0x49d378afb1a34618!8m2!3d-15.8472247!4d-47.9947695!16s%2Fg%2F11bc6z3lff!19sChIJF2ev6gMuWpMRGEajsa9400k?authuser=0&hl=pt-BR&rclk=1","extracted"
"Espaço OWL","espaço para eventos corporativos","Núcleo Rural Vale do Palha - Lago Norte, Brasília - DF","061982028491","","","","","https://www.google.com.br/maps/place/Espa%C3%A7o+OWL/data=!4m7!3m6!1s0x935a3ea9c0c5111b:0xef3c1d6252b4c479!8m2!3d-15.7303712!4d-47.8362922!16s%2Fg%2F11g7z5rz_w!19sChIJGxHFwKk-WpMRecS0UmIdPO8?authuser=0&hl=pt-BR&rclk=1","extracted"
"Platô Eventos","espaço para eventos corporativos","Núcleo Rural Olhos D'Água, 33 - Lago Norte, Brasília - DF, 70297-400","06132742757","platoeventos1@gmail.com","http://www.platoeventos.com.br/","","https://www.instagram.com/platoeventos","https://www.google.com.br/maps/place/Plat%C3%B4+Eventos/data=!4m7!3m6!1s0x935a38e6581b1f29:0x26ec855a9d80e6dd!8m2!3d-15.6944604!4d-47.865708!16s%2Fg%2F11bbrkql7g!19sChIJKR8bWOY4WpMR3eaAnVqF7CY?authuser=0&hl=pt-BR&rclk=1","new"
"Central Hall - Espaço Boutique & Experiências Gastronômicas","espaço para eventos corporativos","R. João Negrão, 1140 - Rebouças, Curitiba - PR, 80230-150","041999900204","contato@centralhall.com.br","http://www.centralhall.com.br/","","","https://www.google.com.br/maps/place/Central+Hall+-+Espa%C3%A7o+Boutique+%26+Experi%C3%AAncias+Gastron%C3%B4micas/data=!4m7!3m6!1s0x94dce45d0e3408e1:0xf9d518c3a5d4a08b!8m2!3d-25.4389511!4d-49.2624321!16s%2Fg%2F1tgw656_!19sChIJ4Qg0Dl3k3JQRi6DUpcMY1fk?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Villa Augusta Eventos","espaço para eventos corporativos","R. Nicarágua, 176 - Bacacheri, Curitiba - PR, 82510-170","041997473496","","http://www.villaaugustaeventos.com.br/","","https://www.instagram.com/villa_augusta","https://www.google.com.br/maps/place/Villa+Augusta+Eventos/data=!4m7!3m6!1s0x94dce42a8d36808f:0xbe36affcebc1c535!8m2!3d-25.4039587!4d-49.2453726!16s%2Fg%2F11b6zw484m!19sChIJj4A2jSrk3JQRNcXB6_yvNr4?authuser=0&hl=pt-BR&rclk=1","extracted"
"Centro de Eventos FIEP","espaço para eventos corporativos","Av. Comendador Franco, 1341 - Jardim Botânico, Curitiba - PR, 80215-090","","centrodeeventos@sistemafiep.org.br","http://www.centrodeeventosfiep.com.br/","","","https://www.google.com.br/maps/place/Centro+de+Eventos+FIEP/data=!4m7!3m6!1s0x94dce4fc3af95261:0xafdd7fe876531da7!8m2!3d-25.4468155!4d-49.2455723!16s%2Fg%2F1tgj9zhb!19sChIJYVL5Ovzk3JQRpx1Tduh_3a8?authuser=0&hl=pt-BR&rclk=1","new"
"Encontro da Amazônia: Espaço para eventos corporativos em Curitiba PR","espaço para eventos corporativos","R. Nilo Peçanha, 1907 - São Francisco, Curitiba - PR, 80520-176","04130140030","eventos@encontroamazonia.com.br","http://www.encontroamazonia.com.br/","https://www.linkedin.com/company/10811587","https://www.instagram.com/encontrodaamazonia","https://www.google.com.br/maps/place/Encontro+da+Amaz%C3%B4nia:+Espa%C3%A7o+para+eventos+corporativos+em+Curitiba+PR/data=!4m7!3m6!1s0x94dce6afbed96f61:0x5f61740fe303b7d0!8m2!3d-25.4042356!4d-49.2757235!16s%2Fg%2F12hq6qyrz!19sChIJYW_Zvq_m3JQR0LcD4w90YV8?authuser=0&hl=pt-BR&rclk=1","new"
"Spot 105 Eventos Santa Felicidade: Espaço para Eventos, Buffet em Curitiba PR","espaço para eventos corporativos","R. Ernesto Durigan, 105 - Santa Felicidade, Curitiba - PR, 82020-390","04130284109","comercial2@spot105eventos.com.br","http://www.spoteventos.com.br/","","https://www.instagram.com/spot105eventos","https://www.google.com.br/maps/place/Spot+105+Eventos+Santa+Felicidade:+Espa%C3%A7o+para+Eventos,+Buffet+em+Curitiba+PR/data=!4m7!3m6!1s0x94dce1241a445c93:0xb6d91828223e0b11!8m2!3d-25.4114444!4d-49.3180961!16s%2Fg%2F11p5t5vm1t!19sChIJk1xEGiTh3JQREQs-IigY2bY?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Stella Basso Eventos","espaço para eventos corporativos","R. Prof. João Soares Barcelos, 3051 - Hauer, Curitiba - PR, 81670-080","041996425179","eventos@stellabasso.com.br","http://www.stellabasso.com.br/","","https://www.instagram.com/stellabassoeventos","https://www.google.com.br/maps/place/Stella+Basso+Eventos/data=!4m7!3m6!1s0x94dcfbb20d60d443:0x884f588f77d9a183!8m2!3d-25.4994201!4d-49.2452713!16s%2Fg%2F11h1v9_l04!19sChIJQ9RgDbL73JQRg6HZd49YT4g?authuser=0&hl=pt-BR&rclk=1","new"
"Espaço Vista","espaço para eventos corporativos","Rua Juiz Achilles Velloso, 385 - Estoril, Belo Horizonte - MG, 30494-180","03136438566","tcontato@espacovista.com.br","http://www.espacovista.com.br/","https://www.linkedin.com/company/vista-buffet-espaco","https://www.instagram.com/espacovistabh","https://www.google.com.br/maps/place/Espa%C3%A7o+Vista/data=!4m7!3m6!1s0xa697eaf9e9bc05:0x7b635f90c5f7be2a!8m2!3d-19.9623557!4d-43.9608385!16s%2Fg%2F12ml2l58r!19sChIJBbzp-eqXpgARKr73xZBfY3s?authuser=0&hl=pt-BR&rclk=1","new"
"Omni Recepções e Eventos","espaço para eventos corporativos","R. Laranjal, 38 - Anchieta, Belo Horizonte - MG, 30310-700","03132877713","omnirecepcoes@omnirecepcoes.com.br","http://www.omnirecepcoes.com.br/","https://br.linkedin.com/in/espa%C3%A7o-omni-especialista-em-loca%C3%A7%C3%A3o-de-espa%C3%A7o-para-eventos-99383b82","https://www.instagram.com/espaco_omni","https://www.google.com.br/maps/place/Omni+Recep%C3%A7%C3%B5es+e+Eventos/data=!4m7!3m6!1s0xa699cea5af320b:0x9b02a9dd3d0c788b!8m2!3d-19.9457426!4d-43.9301058!16s%2Fg%2F1tgx37y3!19sChIJCzKvpc6ZpgARi3gMPd2pAps?authuser=0&hl=pt-BR&rclk=1","new"
"CasaPampulha","espaço para eventos corporativos","Av. Otacílio Negrão de Lima, 4928 - Pampulha, Belo Horizonte - MG, 31365-450","03133170116","contato@casapampulha.com.br","http://www.casapampulha.com.br/","","https://www.instagram.com/casapampulha","https://www.google.com.br/maps/place/CasaPampulha/data=!4m7!3m6!1s0xa691ac4e4c5cbd:0xe7c14539fa37aed6!8m2!3d-19.8527638!4d-43.9851249!16s%2Fg%2F1tdp688l!19sChIJvVxMTqyRpgAR1q43-jlFwec?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Sede Administrativa e Espaço de Eventos Unimed-BH","espaço para eventos corporativos","Rua dos Inconfidentes, 44 - Funcionários, Belo Horizonte - MG, 30140-120","03132296040","","","","","https://www.google.com.br/maps/place/Sede+Administrativa+e+Espa%C3%A7o+de+Eventos+Unimed-BH/data=!4m7!3m6!1s0xa699c0cd9177cf:0xcd9c3e40bdee61f!8m2!3d-19.9376396!4d-43.9263936!16s%2Fg%2F11bv3mq9fr!19sChIJz3eRzcCZpgARH-beC-TD2Qw?authuser=0&hl=pt-BR&rclk=1","extracted"
"Espaço HR Eventos","espaço para eventos corporativos","Rua Javari, 325 - Renascença, Belo Horizonte - MG, 31130-613","031987619958","","https://espacohreventos.com.br/","","","https://www.google.com.br/maps/place/Espa%C3%A7o+HR+Eventos/data=!4m7!3m6!1s0xa69a09d0b1f75b:0x827efd31fcb72149!8m2!3d-19.8967819!4d-43.9434776!16s%2Fg%2F11bbrprbnf!19sChIJW_ex0AmapgARSSG3_DH9foI?authuser=0&hl=pt-BR&rclk=1","extracted"
"Innovare Centro de Eventos","espaço para eventos corporativos","Av. Heráclito Mourão de Miranda, 2030 - Castelo, Belo Horizonte - MG, 31330-382","03130472088","contato@innovarecentrodeeventos.com.br","https://www.innovarecentrodeeventos.com.br/","","https://www.instagram.com/innovarecentrodeeventos","https://www.google.com.br/maps/place/Innovare+Centro+de+Eventos/data=!4m7!3m6!1s0xa696b1bc93c393:0x53ae28ac4db736ab!8m2!3d-19.8772754!4d-44.0041046!16s%2Fg%2F1pty7rxp0!19sChIJk8OTvLGWpgARqza3TaworlM?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Single Eventos","audiovisual para eventos","Av. Sanatório, 831 - Jardim Modelo, São Paulo - SP, 02238-000","01135331366","contato@singleeventos.com.br","http://www.singleeventos.com.br/","","https://www.instagram.com/singleeventos","https://www.google.com.br/maps/place/Single+Eventos/data=!4m7!3m6!1s0x94cef60a048140d7:0x651f6b755541aecb!8m2!3d-23.4747126!4d-46.5761797!16s%2Fg%2F11b7gxg1nb!19sChIJ10CBBAr2zpQRy65BVXVrH2U?authuser=0&hl=pt-BR&rclk=1","generic_email"
"ASM Audiovisual","audiovisual para eventos","R. Maracanã-Guaçu, 63 - Jardim Sao Francisco (Zona Leste), São Paulo - SP, 03718-015","01126262019","eventos@asmaudiovisual.com.br","https://www.asmaudiovisual.com.br/","","","https://www.google.com.br/maps/place/ASM+Audiovisual/data=!4m7!3m6!1s0x94ce5fc3f57a9523:0x9805eeb43210e915!8m2!3d-23.4975186!4d-46.5296259!16s%2Fg%2F11gzb1nrh!19sChIJI5V69cNfzpQRFekQMrTuBZg?authuser=0&hl=pt-BR&rclk=1","new"
"Criativa Audiovisual","audiovisual para eventos","Av. Gen. Asdrúbal da Cunha, 224 - Arpoador, São Paulo - SP, 05565-000","01137882234","josesilveira@email.com","https://criativaaudiovisual.com.br/","","https://www.instagram.com/criativaaudiovisual","https://www.google.com.br/maps/place/Criativa+Audiovisual/data=!4m7!3m6!1s0x94ce55f2bbe98429:0x5ebdecba47ffc962!8m2!3d-23.5907146!4d-46.7930058!16s%2Fg%2F11jj2mrdy3!19sChIJKYTpu_JVzpQRYsn_R7rsvV4?authuser=0&hl=pt-BR&rclk=1","new"
"DYOP Produções e Eventos | Soluções Audiovisuais","audiovisual para eventos","R. Santa Izabel, 451 - Vila Augusta, Guarulhos - SP, 07023-010","011948034473","","http://www.dyopeventos.com.br/","","","https://www.google.com.br/maps/place/DYOP+Produ%C3%A7%C3%B5es+e+Eventos+%7C+Solu%C3%A7%C3%B5es+Audiovisuais/data=!4m7!3m6!1s0x94cef5e972f040d3:0xafb7aeed21563802!8m2!3d-23.4773723!4d-46.5411256!16s%2Fg%2F11qh5jg4_0!19sChIJ00Dwcun1zpQRAjhWIe2ut68?authuser=0&hl=pt-BR&rclk=1","extracted"
"Grupo AV - Art e Video","audiovisual para eventos","Av. Casa Verde, 2704 - Jardim das Laranjeiras, São Paulo - SP, 02520-300","01139515670","contato@grupoav.com.br","http://grupoav.com.br/","","https://www.instagram.com/GrupoAVsp","https://www.google.com.br/maps/place/Grupo+AV+-+Art+e+Video/data=!4m7!3m6!1s0x94cef7f9fd51503f:0xc0ccedf771c2f767!8m2!3d-23.506484!4d-46.6650502!16s%2Fg%2F1vjdr62k!19sChIJP1BR_fn3zpQRZ_fCcfftzMA?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Amazing Eventos","audiovisual para eventos","Av. Macuco, 726 - Conj.1508 - Moema, São Paulo - SP, 04523-001","011984130011","webmaster@amazingeventos2.hospedagemdesites.ws","http://www.amazingeventos.com.br/","","","https://www.google.com.br/maps/place/Amazing+Eventos/data=!4m7!3m6!1s0x94ce5a05e82d8551:0xdf4824ef572c5107!8m2!3d-23.605371!4d-46.66503!16s%2Fg%2F1pv5v0dfy!19sChIJUYUt6AVazpQRB1EsV-8kSN8?authuser=0&hl=pt-BR&rclk=1","new"
"432UP! PRODUÇÕES","audiovisual para eventos","","011948564577","432up.producoes@gmail.com","http://www.432up.com/","","","https://www.google.com.br/maps/place/432UP!+PRODU%C3%87%C3%95ES/data=!4m7!3m6!1s0x94ce59cbbabea171:0x7ce56a49069485a7!8m2!3d-22.5688278!4d-48.6357383!16s%2Fg%2F11yx4wxytm!19sChIJcaG-ustZzpQRp4WUBklq5Xw?authuser=0&hl=pt-BR&rclk=1","new"
"Showtime Produções","audiovisual para eventos","R. Cap. Francisco Teixeira Nogueira, 233 - Água Branca, São Paulo - SP, 05037-030","011984090894","atendimento@showtimepro.com.br","http://showtimepro.com.br/","","https://www.instagram.com/showtimeproducoes","https://www.google.com.br/maps/place/Showtime+Produ%C3%A7%C3%B5es/data=!4m7!3m6!1s0x94ce5c7ca76e2001:0x91d069af160b1d2f!8m2!3d-23.5115705!4d-46.6886275!16s%2Fg%2F1tff8r6y!19sChIJASBup3xczpQRLx0LFq9p0JE?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Tecmais Eventos | Aluguel de Painel de LED e Equipamentos Audiovisuais RJ","audiovisual para eventos","Rua Helios Seelinger, 155 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-040","021996977419","contato@tecmaiseventos.com.br","http://www.tecmaiseventos.com.br/","","https://www.instagram.com/tecmaiseventos","https://www.google.com.br/maps/place/Tecmais+Eventos+%7C+Aluguel+de+Painel+de+LED+e+Equipamentos+Audiovisuais+RJ/data=!4m7!3m6!1s0x9bd0b3f939e963:0xcbea27cc59bb090a!8m2!3d-23.0055172!4d-43.3133559!16s%2Fg%2F11c318vb_q!19sChIJY-k5-bPQmwARCgm7Wcwn6ss?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Impacto Produções","audiovisual para eventos","Rua das Palmeiras, 108 - Botafogo, Rio de Janeiro - RJ, 22270-070","021976906081","","https://instagram.com/impacto.show?igshid=MzNlNGNkZWQ4Mg==","","","https://www.google.com.br/maps/place/Impacto+Produ%C3%A7%C3%B5es/data=!4m7!3m6!1s0x997fd20aba29b9:0x1dbea0d088cabaac!8m2!3d-22.953408!4d-43.1909121!16s%2Fg%2F11swmf0vlk!19sChIJuSm6CtJ_mQARrLrKiNCgvh0?authuser=0&hl=pt-BR&rclk=1","extracted"
"WSI Eventos RJ","audiovisual para eventos","R. São Francisco Xavier, 703 - Maracanã, Rio de Janeiro - RJ, 20550-017","021964334534","","https://www.wsieventos.com.br/","","https://www.instagram.com/wsieventos","https://www.google.com.br/maps/place/WSI+Eventos+RJ/data=!4m7!3m6!1s0x997f742b5b1f77:0xe5e45029ca7201a6!8m2!3d-22.9083975!4d-43.2389025!16s%2Fg%2F11h3mwm3mg!19sChIJdx9bK3R_mQARpgFyyilQ5OU?authuser=0&hl=pt-BR&rclk=1","extracted"
"Art Som Festas - Som Luz Imagem","audiovisual para eventos","R. Santa Amélia, 50 - Praça da Bandeira, Rio de Janeiro - RJ, 20260-030","021971207725","contato@artsomfestas.com","http://www.artsomfestas.com/","","","https://www.google.com.br/maps/place/Art+Som+Festas+-+Som+Luz+Imagem/data=!4m7!3m6!1s0x997faa88343e89:0x49d15f9ee83865a8!8m2!3d-22.9152278!4d-43.2118801!16s%2Fg%2F1w666mzl!19sChIJiT40iKp_mQARqGU46J5f0Uk?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Support Rental - Locação de Equipamentos Audiovisuais e Mobiliários","audiovisual para eventos","R. Beatriz Larragoiti Lucas, S/N - Cidade Nova, Rio de Janeiro - RJ, 20211-175","021971185999","atendimento@supportaudiovisual.com.br","https://www.supportrental.tec.br/","https://www.linkedin.com/company/support-rental","https://www.instagram.com/supportrental","https://www.google.com.br/maps/place/Support+Rental+-+Loca%C3%A7%C3%A3o+de+Equipamentos+Audiovisuais+e+Mobili%C3%A1rios/data=!4m7!3m6!1s0x997f0000f6b881:0x4cd8af43d1a08ee8!8m2!3d-22.9123069!4d-43.2079734!16s%2Fg%2F11y45w81y5!19sChIJgbj2AAB_mQAR6I6g0UOv2Ew?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Zion 360 Ltda","audiovisual para eventos","R. do Propósito, 130 - Gamboa - Centro, Rio de Janeiro - RJ, 20220-900","021982114411","alansimas@gmail.com","https://zion360.site/","","https://www.instagram.com/zion360.site","https://www.google.com.br/maps/place/Zion+360+Ltda/data=!4m7!3m6!1s0x997f390f56f3b7:0xeb1bf3cd453020ff!8m2!3d-22.8954672!4d-43.1959792!16s%2Fg%2F11yybgddm7!19sChIJt_NWDzl_mQAR_yAwRc3zG-s?authuser=0&hl=pt-BR&rclk=1","new"
"Estúdio Reel","audiovisual para eventos","SRTVN - Asa Norte, Brasília - DF, 70710-600","061998503097","","http://www.estudioreel.com.br/","","","https://www.google.com.br/maps/place/Est%C3%BAdio+Reel/data=!4m7!3m6!1s0x67635602a11612ff:0x2eeb6bcbc8678225!8m2!3d-15.785367!4d-47.890401!16s%2Fg%2F11sh1t2_n_!19sChIJ_xIWoQJWY2cRJYJnyMtr6y4?authuser=0&hl=pt-BR&rclk=1","extracted"
