empresa,nicho,cidade,telefone,email,site,linkedin,instagram,google_maps_url,status
"Clínica Veterinaria Asa Norte","clínica veterinária","Scrn Qd 706 - 7 Bl G Loja 21 1 - Asa Norte, Brasília - DF, 70740-670","061999310778","","http://cvan.vet.br/","","https://www.instagram.com/vetasanorte","https://www.google.com.br/maps/place/Cl%C3%ADnica+Veterinaria+Asa+Norte/data=!4m7!3m6!1s0x935a39f2cedbb1fb:0x3405ed174fcbe6d9!8m2!3d-15.7692584!4d-47.8908449!16s%2Fg%2F1ydkb8_rz!19sChIJ-7HbzvI5WpMR2ebLTxftBTQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Movimento Animal | Clínica Veterinária 24 Horas","clínica veterinária","St. de Habitações Coletivas e Geminadas Norte SCRN 710/711 BL E entrada 40, Loja 53 - Asa Norte, Brasília - DF, 70750-650","061999668070","","https://www.movimentoanimal.com.br/","","https://www.instagram.com/movimentoanimal","https://www.google.com.br/maps/place/Movimento+Animal+%7C+Cl%C3%ADnica+Veterin%C3%A1ria+24+Horas/data=!4m7!3m6!1s0x935a3b56c582c505:0xd918e80de3c2cb46!8m2!3d-15.757976!4d-47.8956561!16s%2Fg%2F11qp0l3zrm!19sChIJBcWCxVY7WpMRRsvC4w3oGNk?authuser=0&hl=pt-BR&rclk=1","has_website"
"Amparo Clínica Veterinária 24 horas Brasília","clínica veterinária","Asa Sul CLS 111 BL.C LJ.36 - Asa Sul, Brasília - DF, 70374-530","06132578900","amparo@amparovet.com.br","https://www.hospitalamparovet.com.br/","","https://www.instagram.com/amparomedvet","https://www.google.com.br/maps/place/Amparo+Cl%C3%ADnica+Veterin%C3%A1ria+24+horas+Bras%C3%ADlia/data=!4m7!3m6!1s0x935a2f00231183c9:0xf8adc90fe996d7e9!8m2!3d-15.8226988!4d-47.9136183!16s%2Fg%2F11q2yn_5d_!19sChIJyYMRIwAvWpMR6deW6Q_Jrfg?authuser=0&hl=pt-BR&rclk=1","has_website"
"Hospital Veterinário Brasília HVB","clínica veterinária","Asa Sul CRS 504 BL C Loja 14 - Asa Sul, Brasília - DF, 70331-535","06132268431","","https://hospitalvetbrasilia.com.br/","","","https://www.google.com.br/maps/place/Hospital+Veterin%C3%A1rio+Bras%C3%ADlia+HVB/data=!4m7!3m6!1s0x935a2f400f7ab289:0xd3226ba2da459427!8m2!3d-15.8057468!4d-47.8979935!16s%2Fg%2F11q2vk2wtg!19sChIJibJ6D0AvWpMRJ5RF2qJrItM?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Hospital Veterinário Dr. Antônio Clemenceau","clínica veterinária","SAIS s/n, Setor Policial Sul Lote 14 - Asa Sul, Brasília - DF, 70610-000","06132451907","contato@hospitalclemenceau.com.br","http://www.hospitalclemenceau.com.br/","","https://www.instagram.com/hospitalclemenceau","https://www.google.com.br/maps/place/Hospital+Veterin%C3%A1rio+Dr.+Ant%C3%B4nio+Clemenceau/data=!4m7!3m6!1s0x935a2fe0eb569f19:0xcc81bf17816a6a69!8m2!3d-15.8345976!4d-47.9402592!16s%2Fg%2F1ptyc3795!19sChIJGZ9W6-AvWpMRaWpqgRe_gcw?authuser=0&hl=pt-BR&rclk=1","has_website"
"Pompeu Clínica Veterinária","clínica veterinária","St. de Habitações Individuais Norte CA 10 Loja 12 - Lago Norte, Brasília - DF, 71503-510","061992772738","","","","","https://www.google.com.br/maps/place/Pompeu+Cl%C3%ADnica+Veterin%C3%A1ria/data=!4m7!3m6!1s0x935a3992471b265f:0xb693c74d46f07249!8m2!3d-15.7180769!4d-47.8875587!16s%2Fg%2F11h7d28_vv!19sChIJXyYbR5I5WpMRSXLwRk3Hk7Y?authuser=0&hl=pt-BR&rclk=1","no_website"
"Salus Brasília","clínica veterinária","SHCN CL 311 bloco A loja 60 térreo - Asa Norte, Brasília - DF, 70757-510","061996426038","salusbrasilia@gmail.com","https://salusbrasilia.com/","","https://www.instagram.com/salusbrasilia","https://www.google.com.br/maps/place/Salus+Bras%C3%ADlia/data=!4m7!3m6!1s0x935a395f2a061573:0xf86ce081002fa8c2!8m2!3d-15.7560066!4d-47.8902767!16s%2Fg%2F11sd7t_136!19sChIJcxUGKl85WpMRwqgvAIHgbPg?authuser=0&hl=pt-BR&rclk=1","has_website"
"Pilates Pinheiros","studio de pilates","R. Capote Valente, 439 - cj 34 - Pinheiros, São Paulo - SP, 05409-001","011995528149","","https://www.pilatespinheiros.com.br/","","https://www.instagram.com/pilatespinheiros","https://www.google.com.br/maps/place/Pilates+Pinheiros/data=!4m7!3m6!1s0x94ce5783f953ad37:0x3b0949f08b561e0f!8m2!3d-23.5579128!4d-46.6756303!16s%2Fg%2F11c58rlm2b!19sChIJN61T-YNXzpQRDx5Wi_BJCTs?authuser=0&hl=pt-BR&rclk=1","has_website"
"Espaço Vital Pilates","studio de pilates","R. Br. de Itapetininga, 255 - 06° andar, Sala 609 - República, São Paulo - SP, 01042-001","011945625415","espacovitalpilatesp@gmail.com","https://www.espacovitalpilates.com.br/","https://www.linkedin.com/company/espa%C3%A7o-vital-pilates","https://www.instagram.com/espacovitalpilates","https://www.google.com.br/maps/place/Espa%C3%A7o+Vital+Pilates/data=!4m7!3m6!1s0x94ce5974a7517993:0xd479e4ef8037f30!8m2!3d-23.5442223!4d-46.6412745!16s%2Fg%2F11g0mbdw_5!19sChIJk3lRp3RZzpQRMH8D-E6eRw0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio Pilates SP","studio de pilates","R. São Miguel, 58 - Bela Vista, São Paulo - SP, 01308-040","011966375965","","","","","https://www.google.com.br/maps/place/Studio+Pilates+SP/data=!4m7!3m6!1s0x94ce5834cb24639d:0x4995ae45fa6e20f3!8m2!3d-23.5551275!4d-46.6546887!16s%2Fg%2F1pp2wwxmb!19sChIJnWMkyzRYzpQR8yBu-kWulUk?authuser=0&hl=pt-BR&rclk=1","no_website"
"OHANA STUDIO PILATES | Av. Paulista","studio de pilates","Av. Paulista, 688 - Bela Vista, São Paulo - SP, 01310-909","011985850498","","https://api.whatsapp.com/send?phone=5511985850498&text=Ol%C3%A1%20Ohana%20St%C3%BAdio,%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es%20sobre%20Pilates.%20","","https://www.instagram.com/whatsapp","https://www.google.com.br/maps/place/OHANA+STUDIO+PILATES+%7C+Av.+Paulista/data=!4m7!3m6!1s0x94ce59b328049bcf:0x1c2b3541c6c05c64!8m2!3d-23.5670257!4d-46.6494153!16s%2Fg%2F11rbvcjlwz!19sChIJz5sEKLNZzpQRZFzAxkE1Kxw?authuser=0&hl=pt-BR&rclk=1","has_website"
"One Pilates- Studio de Pilates","studio de pilates","R. Abílio Soares, 233 - Paraíso, São Paulo - SP, 04005-001","01130514139","","https://onepilates.com.br/site/","","","https://www.google.com.br/maps/place/One+Pilates-+Studio+de+Pilates/data=!4m7!3m6!1s0x94ce59971fafccd9:0xb26de13ea6e41891!8m2!3d-23.5741124!4d-46.6438862!16s%2Fg%2F11cs3_4_2h!19sChIJ2cyvH5dZzpQRkRjkpj7hbbI?authuser=0&hl=pt-BR&rclk=1","broken_website"
"IDEAL STUDIO PILATES","studio de pilates","R. Jacareí, 39 - conj.1212 - Bela Vista, São Paulo - SP, 01319-040","011999585569","info@meusite.com","https://www.idealstudiopilates.com.br/","","https://www.instagram.com/idealstudiopilates","https://www.google.com.br/maps/place/IDEAL+STUDIO+PILATES/data=!4m7!3m6!1s0x94ce59b2ae5102d9:0x145afcab9ae327ec!8m2!3d-23.5512325!4d-46.6420501!16s%2Fg%2F11cjj6t7k2!19sChIJ2QJRrrJZzpQR7Cfjmqv8WhQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio Pilates Campinas","studio de pilates","R. Helena Steimberg, 348 - Nova Campinas, Campinas - SP, 13090-748","019997784088","pilatescampinas@pilatescampinas.com.br","https://www.pilatescampinas.com.br/","","https://www.instagram.com/studiopilatescampinas","https://www.google.com.br/maps/place/Studio+Pilates+Campinas/data=!4m7!3m6!1s0x94c8cf5cea400c19:0xca7cf75757284d2f!8m2!3d-22.8927013!4d-47.0422644!16s%2Fg%2F11b8jd4cqn!19sChIJGQxA6lzPyJQRL00oV1f3fMo?authuser=0&hl=pt-BR&rclk=1","has_website"
"STUDIO DE PILATES EM CAMPINAS","studio de pilates","R. Tiradentes, 777 - Vila Itapura, Campinas - SP, 13023-191","","","","","","https://www.google.com.br/maps/place/STUDIO+DE+PILATES+EM+CAMPINAS/data=!4m7!3m6!1s0x94c8c759189193b7:0x85ce377898cb0769!8m2!3d-22.8904972!4d-47.0614315!16s%2Fg%2F11h7tdrjb0!19sChIJt5ORGFnHyJQRaQfLmHg3zoU?authuser=0&hl=pt-BR&rclk=1","no_website"
"Pilates Central Campinas","studio de pilates","Av. Dr. Thomaz Alves, 148 - sala 01 - Centro, Campinas - SP, 13010-061","019991387496","","https://www.instagram.com/pilatescentralcamp?igsh=dXltZDdjdDRuZ2E5","","","https://www.google.com.br/maps/place/Pilates+Central+Campinas/data=!4m7!3m6!1s0x94c8cfbb1fdea21d:0x165530cf7efde253!8m2!3d-22.90262!4d-47.058268!16s%2Fg%2F11khf57701!19sChIJHaLeH7vPyJQRU-L9fs8wVRY?authuser=0&hl=pt-BR&rclk=1","has_website"
"MALU STUDIO PILATES - CAMPINAS","studio de pilates","R. Dr. Adriano José de Barros, 138 - Pte. Preta, Campinas - SP, 13041-450","019999763440","dcaldiron@hotmail.com","https://www.malustudio.com.br/","https://www.linkedin.com/in/gilmar-trindade/","https://www.instagram.com/malustudiopilates","https://www.google.com.br/maps/place/MALU+STUDIO+PILATES+-+CAMPINAS/data=!4m7!3m6!1s0x94c8cfad7c581939:0x82a27ae3a8f3d6fb!8m2!3d-22.9207333!4d-47.0528531!16s%2Fg%2F11vf6m9g2s!19sChIJORlYfK3PyJQR-9bzqON6ooI?authuser=0&hl=pt-BR&rclk=1","has_website"
"Espaço Pilates Campinas - Vanessa Cruz","studio de pilates","R. Aglair Buratto Vilas Boas, 604 - Lot. Res. Vila Bella, Campinas - SP, 13087-725","019998977888","contato@espacopilatescampinas.com.br","http://www.espacopilatescampinas.com.br/","","https://www.instagram.com/espacopilatescampinas","https://www.google.com.br/maps/place/Espa%C3%A7o+Pilates+Campinas+-+Vanessa+Cruz/data=!4m7!3m6!1s0x94c8c5d67e8b56f5:0x9a9fcf1cb0c43bd0!8m2!3d-22.8541278!4d-47.056201!16s%2Fg%2F11ckvgsz4t!19sChIJ9VaLftbFyJQR0DvEsBzPn5o?authuser=0&hl=pt-BR&rclk=1","has_website"
"Pilates Bruna Lemos - Campinas","studio de pilates","Rua Leontina Carvalho de Siqueira 62 - Bairro das Palmeiras, Campinas - SP, 13092-580","019984009389","brunalemosacademy@gmail.com","https://www.brunalemosacademy.com/pilates-bairro-das-palmeiras-em-campinas","","https://www.instagram.com/pilatesbrunalemos","https://www.google.com.br/maps/place/Pilates+Bruna+Lemos+-+Campinas/data=!4m7!3m6!1s0x94c8cf33aa63a459:0x380def667bbdcd96!8m2!3d-22.8980826!4d-47.0158779!16s%2Fg%2F11rjdtlmpw!19sChIJWaRjqjPPyJQRls29e2bvDTg?authuser=0&hl=pt-BR&rclk=1","has_website"
"Espaço Vis Pilates - Belo Horizonte","studio de pilates","R. Gonçalves Dias, 1922 - 9º andar - Lourdes, Belo Horizonte - MG, 30140-092","03135861117","","http://www.vispilates.com.br/","","https://www.instagram.com/espacovispilates","https://www.google.com.br/maps/place/Espa%C3%A7o+Vis+Pilates+-+Belo+Horizonte/data=!4m7!3m6!1s0xa699df89ccc045:0x32d4714271ff4164!8m2!3d-19.9296805!4d-43.9427475!16s%2Fg%2F1q64gky61!19sChIJRcDMid-ZpgARZEH_cUJx1DI?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio Pilates Sion- SPA","studio de pilates","R. Assunção, 115 - Sala 103 - Sion, Belo Horizonte - MG, 30320-020","031987688692","","https://instagram.com/spa_studiopilates?utm_medium=copy_link","","","https://www.google.com.br/maps/place/Studio+Pilates+Sion-+SPA/data=!4m7!3m6!1s0xa6982e97b4c917:0x643728500f516c0e!8m2!3d-19.9538809!4d-43.9372899!16s%2Fg%2F1hc3z74s9!19sChIJF8m0ly6YpgARDmxRD1AoN2Q?authuser=0&hl=pt-BR&rclk=1","has_website"
"Flex Pilates Studio - Centro - BH","studio de pilates","Rua dos Tupis, 185 - 6º andar - Centro, Belo Horizonte - MG, 30190-903","031983013858","","","","","https://www.google.com.br/maps/place/Flex+Pilates+Studio+-+Centro+-+BH/data=!4m7!3m6!1s0xa699b2696c5b87:0x864c527b6f61a072!8m2!3d-19.9218537!4d-43.9386627!16s%2Fg%2F11sj8_pwf6!19sChIJh1tsabKZpgARcqBhb3tSTIY?authuser=0&hl=pt-BR&rclk=1","no_website"
"Pilates centro BH - Restaure Corpus","studio de pilates","R. da Bahia, 1176 - loja 04 - Centro, Belo Horizonte - MG, 30160-010","03132226275","","http://www.restaurecorpus.com/","","","https://www.google.com.br/maps/place/Pilates+centro+BH+-+Restaure+Corpus/data=!4m7!3m6!1s0xa699e613c90343:0xc3bb4c0e493fdce3!8m2!3d-19.925228!4d-43.9377108!16s%2Fg%2F1q5bmy_7h!19sChIJQwPJE-aZpgAR49w_SQ5Mu8M?authuser=0&hl=pt-BR&rclk=1","broken_website"
"UP! Studio de Pilates","studio de pilates","R. Silva Fortes, 47 - loja 5 - União, Belo Horizonte - MG, 31160-320","03134845922","","","","","https://www.google.com.br/maps/place/UP!+Studio+de+Pilates/data=!4m7!3m6!1s0xa69a69e97026a5:0x1f99622ddb367e6f!8m2!3d-19.8793837!4d-43.9278418!16s%2Fg%2F11dx8j7hlq!19sChIJpSZw6WmapgARb3422y1imR8?authuser=0&hl=pt-BR&rclk=1","no_website"
"Studio Inspirar - Pilates e Fisioterapia Pélvica Pampulha","studio de pilates","Av. Portugal, 4273 - sala 201 - Itapoã, Belo Horizonte - MG, 31710-400","031998503310","","http://www.inspirarstudio.com.br/","","","https://www.google.com.br/maps/place/Studio+Inspirar+-+Pilates+e+Fisioterapia+P%C3%A9lvica+Pampulha/data=!4m7!3m6!1s0xa6903c1f6e9c95:0x8242f4544e8d0608!8m2!3d-19.8425923!4d-43.961632!16s%2Fg%2F11h9x3y3cd!19sChIJlZxuHzyQpgARCAaNTlT0QoI?authuser=0&hl=pt-BR&rclk=1","has_website"
"Fit Studio Portão","studio de pilates","R. João Bettega, 899 - loja 3 - Portão, Curitiba - PR, 81070-000","041985100007","","https://fitstudioacademia.com.br/portao/","","https://www.instagram.com/fitstudio_aguaverde","https://www.google.com.br/maps/place/Fit+Studio+Port%C3%A3o/data=!4m7!3m6!1s0x94dce38f28203b29:0xe509021e8f34abdd!8m2!3d-25.475593!4d-49.302642!16s%2Fg%2F11vl44hp0r!19sChIJKTsgKI_j3JQR3as0jx4CCeU?authuser=0&hl=pt-BR&rclk=1","has_website"
"Due Studio Personal","studio de pilates","R. Prof. João Doetzer, 103 - Jardim das Américas, Curitiba - PR, 81540-190","041991256464","","https://duepersonal.studio/GMN/","https://www.linkedin.com/in/thaisfogaca/","https://www.instagram.com/due_personal","https://www.google.com.br/maps/place/Due+Studio+Personal/data=!4m7!3m6!1s0x94dce5f3c4093b05:0xc0320aca0bb4d471!8m2!3d-25.459892!4d-49.223739!16s%2Fg%2F11fkvym3r5!19sChIJBTsJxPPl3JQRcdS0C8oKMsA?authuser=0&hl=pt-BR&rclk=1","has_website"
"Pilates Curitiba - STUDIO DE PILATES PAULO MAINARDI","studio de pilates","R. Chile, 1457 - Rebouças, Curitiba - PR, 80220-180","041996294918","","https://www.pilatespaulomainardi.com/","","","https://www.google.com.br/maps/place/Pilates+Curitiba+-+STUDIO+DE+PILATES+PAULO+MAINARDI/data=!4m7!3m6!1s0x94dce58b9d7676a7:0xf5648bb471c093b9!8m2!3d-25.4499487!4d-49.2630562!16s%2Fg%2F11kbljz7xf!19sChIJp3Z2nYvl3JQRuZPAcbSLZPU?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Studio Pilates Curitiba","studio de pilates","R. Paulo Gorski, 861 - Sobreloja 01 - Mossunguê, Curitiba - PR, 81200-000","041991155074","","","","","https://www.google.com.br/maps/place/Studio+Pilates+Curitiba/data=!4m7!3m6!1s0x94dce3cd826e1e57:0xad9a0658ec4021f1!8m2!3d-25.4381835!4d-49.3219602!16s%2Fg%2F11g__w614!19sChIJVx5ugs3j3JQR8SFA7FgGmq0?authuser=0&hl=pt-BR&rclk=1","no_website"
"Espaço Pilates Portão","studio de pilates","R. Morretes, 16 - loja 7 - Portão, Curitiba - PR, 80610-150","041991673375","","","","","https://www.google.com.br/maps/place/Espa%C3%A7o+Pilates+Port%C3%A3o/data=!4m7!3m6!1s0x94dce33af4581187:0xd7c41cbbd61e4446!8m2!3d-25.4679227!4d-49.293006!16s%2Fg%2F11nns1p2r2!19sChIJhxFY9Drj3JQRRkQe1rscxNc?authuser=0&hl=pt-BR&rclk=1","no_website"
"Studio de Pilates Agicorpus Bom Retiro","studio de pilates","Av. Desembargador Hugo Simas, 1176 - Bom Retiro, Curitiba - PR, 80520-250","04130181128","","https://www.instagram.com/studiodepilatesagicorpus","","","https://www.google.com.br/maps/place/Studio+de+Pilates+Agicorpus+Bom+Retiro/data=!4m7!3m6!1s0x94dce6ac930e7d2b:0x92e2198b4fa6393b!8m2!3d-25.4088259!4d-49.2824573!16s%2Fg%2F11c1tdwgn2!19sChIJK30Ok6zm3JQROzmmT4sZ4pI?authuser=0&hl=pt-BR&rclk=1","has_website"
"Estúdio Porto Pilates","studio de pilates","R. Gen. Francisco de Paula Cidade, 275 - Chácara das Pedras, Porto Alegre - RS, 91330-440","051994272520","","https://www.instagram.com/estudioporto.pilates?igsh=b2wxZTBmZ3BlcmR0","","","https://www.google.com.br/maps/place/Est%C3%BAdio+Porto+Pilates/data=!4m7!3m6!1s0x95197796db393f17:0x9752a7e1e5ce00c3!8m2!3d-30.0310759!4d-51.1628473!16s%2Fg%2F1ptxbbqp9!19sChIJFz8525Z3GZURwwDO5eGnUpc?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio de Pilates Claudia Deichel","studio de pilates","Av. Assis Brasil, 2474 - sala 201 e 202 - Cristo Redentor, Porto Alegre - RS, 91010-002","051985865714","contato@pilatesdeichel.com.br","https://pilatesdeichel.com.br/?fbclid=PAY2xjawIUD-lleHRuA2FlbQIxMAABps_uHQyoSkytHpY4-y_kdviblykJGUWG8jrI2RTt3YCLYbh64QPavdVqYg_aem_ICqzf9oj_9u59TCDJ-D_tg","https://www.linkedin.com/in/pedro-augusto-1b1b91214","https://www.instagram.com/studio_claudiadeichel","https://www.google.com.br/maps/place/Studio+de+Pilates+Claudia+Deichel/data=!4m7!3m6!1s0x951977e0c6cc9f79:0x258c245e06e2bf16!8m2!3d-30.0107739!4d-51.1627517!16s%2Fg%2F11x2cs99w4!19sChIJeZ_MxuB3GZURFr_iBl4kjCU?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio de Pilates Helena Rubim","studio de pilates","R. Cel. Paulino Teixeira, 400/305 - Rio Branco, Porto Alegre - RS, 90420-160","051981817558","","","","","https://www.google.com.br/maps/place/Studio+de+Pilates+Helena+Rubim/data=!4m7!3m6!1s0x9519784b017c2cdf:0xe453628bc956f228!8m2!3d-30.0377396!4d-51.202767!16s%2Fg%2F1ptw70npd!19sChIJ3yx8AUt4GZURKPJWyYtiU-Q?authuser=0&hl=pt-BR&rclk=1","no_website"
"Joy Studio de Pilates","studio de pilates","R. Prof. Cristiano Fischer, 620 - Jardim do Salso, Porto Alegre - RS, 91410-000","051989219001","","https://www.instagram.com/joystudiodepilates","","","https://www.google.com.br/maps/place/Joy+Studio+de+Pilates/data=!4m7!3m6!1s0x951977a567c1a6dd:0xa1b76c8095b2ee35!8m2!3d-30.0453624!4d-51.1719797!16s%2Fg%2F11vq2k4rlv!19sChIJ3abBZ6V3GZURNe6ylYBst6E?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio de Pilates Laura Reis","studio de pilates","R. Ramiro Barcelos, 1201 - sala 1107 - Independência, Porto Alegre - RS, 90035-005","051999659125","","","","","https://www.google.com.br/maps/place/Studio+de+Pilates+Laura+Reis/data=!4m7!3m6!1s0x95197914268c9d21:0x31c74fc2654b1784!8m2!3d-30.0295133!4d-51.2091022!16s%2Fg%2F11tmzc6jt8!19sChIJIZ2MJhR5GZURhBdLZcJPxzE?authuser=0&hl=pt-BR&rclk=1","no_website"
"Studio Pilates - Claudia Deichel","studio de pilates","Av. Sertório, 8000 - Sarandi, Porto Alegre - RS, 91130-721","051996073745","contato@pilatesdeichel.com.br","https://pilatesdeichel.com.br/","https://www.linkedin.com/in/pedro-augusto-1b1b91214","https://www.instagram.com/studio_claudiadeichel","https://www.google.com.br/maps/place/Studio+Pilates+-+Claudia+Deichel/data=!4m7!3m6!1s0x9519776331637007:0x6968b84b7462ebbc!8m2!3d-29.9993391!4d-51.1312627!16s%2Fg%2F11t6xlv31y!19sChIJB3BjMWN3GZURvOtidEu4aGk?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio V Pilates","studio de pilates","Av. Nossa Sra. de Copacabana, 1183 - Sala 601 - Copacabana, Rio de Janeiro - RJ, 22070-011","021965695024","studiovpilatesrj@gmail.com","https://www.studiovpilates.com.br/","","https://www.instagram.com/studiovpilatesrj","https://www.google.com.br/maps/place/Studio+V+Pilates/data=!4m7!3m6!1s0x9bd53f1ad688c3:0xfab298ffb8084f2a!8m2!3d-22.9813588!4d-43.1908892!16s%2Fg%2F11b6hw0p25!19sChIJw4jWGj_VmwARKk8IuP-Ysvo?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio Pilates Tijuca - Rio de Janeiro","studio de pilates","Rua Conde de Bonfim, 346/204 - Tijuca, Rio de Janeiro - RJ, 20520-054","021992599300","","http://www.studiopilatesrj.com/","","","https://www.google.com.br/maps/place/Studio+Pilates+Tijuca+-+Rio+de+Janeiro/data=!4m7!3m6!1s0x997e6a8282f6f7:0xefd55e9b7e3f03b7!8m2!3d-22.9240182!4d-43.2329034!16s%2Fg%2F1tkbzfl_!19sChIJ9_aCgmp-mQARtwM_fpte1e8?authuser=0&hl=pt-BR&rclk=1","has_website"
"Pilates Club","studio de pilates","Av. Vicente de Carvalho, 909 - sala 529 - Vila da Penha, Rio de Janeiro - RJ, 21210-623","021990094329","","","","","https://www.google.com.br/maps/place/Pilates+Club/data=!4m7!3m6!1s0x997d4388979c91:0xb3903e464ec9bc63!8m2!3d-22.8500572!4d-43.3115069!16s%2Fg%2F11n82x350x!19sChIJkZyXiEN9mQARY7zJTkY-kLM?authuser=0&hl=pt-BR&rclk=1","no_website"
"Studio Elite Pilates/ Centro Rj","studio de pilates","Av. Pres. Vargas, 633 - Centro, Rio de Janeiro - RJ, 20071-004","021987587456","","","","","https://www.google.com.br/maps/place/Studio+Elite+Pilates%2F+Centro+Rj/data=!4m7!3m6!1s0x997f5c520bb7af:0x3cd5c68f18fc8f14!8m2!3d-22.9024187!4d-43.1814133!16s%2Fg%2F11s0x7k_h0!19sChIJr7cLUlx_mQARFI_8GI_G1Tw?authuser=0&hl=pt-BR&rclk=1","no_website"
"Studio ON Pilates","studio de pilates","Subida do Doutor Mário( ao lado do bar recanto dos amigos - Estr. da Gávea, 454 - bloco 5 - Rocinha, Rio de Janeiro - RJ, 22450-260","021965100848","","","","","https://www.google.com.br/maps/place/Studio+ON+Pilates/data=!4m7!3m6!1s0x9bd505871d0edd:0x68013e573d889bb2!8m2!3d-22.9887171!4d-43.2492247!16s%2Fg%2F11qbfsksgg!19sChIJ3Q4dhwXVmwARspuIPVc-AWg?authuser=0&hl=pt-BR&rclk=1","no_website"
"Pure Pilates - Rio de Janeiro - Centro","studio de pilates","Av. Treze de Maio, 13 - sala 1920 - Centro, Rio de Janeiro - RJ, 20031-007","021968053225","","https://www.purepilates.com.br/voce-na-pure/rio-de-janeiro/centro","","","https://www.google.com.br/maps/place/Pure+Pilates+-+Rio+de+Janeiro+-+Centro/data=!4m7!3m6!1s0x997f20c698a40f:0xc70704c0709366b7!8m2!3d-22.9094577!4d-43.1770263!16s%2Fg%2F11n03y4_w0!19sChIJD6SYxiB_mQARt2aTcMAEB8c?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Studio Pilates Brasília","studio de pilates","Asa Norte CLN 113 Subsolo Sala 5 - Asa Norte, Brasília - DF, 70763-530","061981736261","","http://www.studiopilatesbrasilia.com.br/","","","https://www.google.com.br/maps/place/Studio+Pilates+Bras%C3%ADlia/data=!4m7!3m6!1s0x935a3a287dcdaf53:0xa8317df351404a97!8m2!3d-15.7467552!4d-47.8917927!16s%2Fg%2F11b6htzxcj!19sChIJU6_NfSg6WpMRl0pAUfN9Mag?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio VIDA Pilates Brasilia (Não aceitamos convênio)","studio de pilates","Asa Norte CLN 303 Bloco D subsolo loja 2 - Asa Norte, Brasília - DF, 70735-540","061984029694","","https://instagram.com/studiovida_pilates/","","","https://www.google.com.br/maps/place/Studio+VIDA+Pilates+Brasilia+%28N%C3%A3o+aceitamos+conv%C3%AAnio%29/data=!4m7!3m6!1s0x935a3b250c19a3ed:0x492fc69f2c2f3c05!8m2!3d-15.780495!4d-47.885813!16s%2Fg%2F11pv6d1nmd!19sChIJ7aMZDCU7WpMRBTwvLJ_GL0k?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio 9 Pilates","studio de pilates","Shis EQI 9/11 Bloco A, Sobreloja 16 - Lago Sul, Brasília - DF, 71625-015","061982415880","contato@studio9pilates.com.br","https://studio9pilates.com.br/","","https://www.instagram.com/studio9pilates","https://www.google.com.br/maps/place/Studio+9+Pilates/data=!4m7!3m6!1s0x935a24dc5c557b17:0x7992a30be1e69acd!8m2!3d-15.831098!4d-47.875301!16s%2Fg%2F1pty1tpxy!19sChIJF3tVXNwkWpMRzZrm4Qujknk?authuser=0&hl=pt-BR&rclk=1","has_website"
"Studio A Pilates","studio de pilates","Bloco B, Loja 50 AOS 01/02, Octogonal, Brasília - DF, 70660-615","06135421011","","http://www.studioapilates.com.br/","","","https://www.google.com.br/maps/place/Studio+A+Pilates/data=!4m7!3m6!1s0x935a30698ed43b97:0x818be4f216f626af!8m2!3d-15.8071753!4d-47.9399069!16s%2Fg%2F1pty468v8!19sChIJlzvUjmkwWpMRryb2FvLki4E?authuser=0&hl=pt-BR&rclk=1","has_website"
"Ativa Reformer Pilates | Brasília","studio de pilates","SHCNW SQNW SQNW D - Noroeste, Brasília - DF, 70686-290","061991583025","","http://ativareformerpilates.com.br/","","","https://www.google.com.br/maps/place/Ativa+Reformer+Pilates+%7C+Bras%C3%ADlia/data=!4m7!3m6!1s0x935a39a0f36617a7:0x864f0daaa2460138!8m2!3d-15.7488835!4d-47.9108802!16s%2Fg%2F11vd3p6fqj!19sChIJpxdm86A5WpMROAFGoqoNT4Y?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Studiofly Pilates Brasília – Pilates no Sudoeste – Studio de Pilates em Brasília","studio de pilates","St. Sudoeste CLSW 103 - Sudoeste, Brasília - DF, 70570-521","061999380152","","https://studioflypilates.lovable.app/","","https://instagram.com/","https://www.google.com.br/maps/place/Studiofly+Pilates+Bras%C3%ADlia+%E2%80%93+Pilates+no+Sudoeste+%E2%80%93+Studio+de+Pilates+em+Bras%C3%ADlia/data=!4m7!3m6!1s0x935a3150c9904363:0xbfc4589cece9bba!8m2!3d-15.8011325!4d-47.9250909!16s%2Fg%2F11m9kbn0nr!19sChIJY0OQyVAxWpMRupvOzolF_As?authuser=0&hl=pt-BR&rclk=1","has_website"
